1000,289.64906421918795
1001,-44.40100689147742
1002,129.80578451246654
1003,193.26174278090122
1004,-105.60957127789497
1005,-121.6420593518912
1006,-31.072964373713916
1007,-124.88502200472922
1008,257.04733636965955
1009,273.48516533164815
1010,-124.03169508149963
1011,-127.66626476096985
1012,270.66583732444695
1013,279.6497281553135
1014,280.7165452338322
1015,280.8933068176196
1016,-102.95825202918064
1017,278.1244326202073
1018,275.9832817873688
1019,283.01500388053125
1020,285.54042866141043
1021,286.90356033716574
1022,282.88560790395263
1023,288.4102995783237
1024,-60.416502027470926
1025,287.6281424050659
1026,282.63557743514053
1027,285.33661473355517
1028,288.10683773755846
1029,287.7201590389342
1030,288.6063070339059
1031,286.1129768856178
1032,284.6740391048318
1033,285.7703133253209
1034,286.9389706126766
1035,32.94489872980017
1036,-48.31194800486566
1037,27.805975930258782
1038,289.6978078341304
1039,284.00729707953576
1040,270.6228611309061
1041,277.6073295460298
1042,285.7143561337483
1043,284.55719319777955
1044,288.5593242713347
1045,286.4271618228256
1046,283.91597638394745
1047,287.88319453078816
1048,288.73598416013476
1049,290.06459510167184
1050,286.12562528412997
1051,288.0692672155498
1052,288.3051494457291
1053,289.2913037134028
1054,292.0349247333597
1055,290.6075780315877
1056,290.20729166574876
1057,291.39993127359793
1058,293.7444817547851
1059,289.9798065387497
1060,296.1632723739117
1061,294.36229561443633
1062,290.80477630901134
1063,288.82701009010526
1064,293.1484833161854
1065,289.83594430715095
1066,-112.21754201655683
1067,-83.9785037793981
1068,287.0185057999799
1069,295.18212683586825
1070,300.92870208334983
